quizzes,solutions
306421080905306000040009001000002540003070069080090007200000004130005700400600108,376421985915386472842759631791862543523174869684593217267918354138245796459637128
002700104069005080870001009206913000938000010000004002400020758003400200005080603,352798164169245387874631529246913875938572416517864932491326758683457291725189643
916030007003000800500907200090000410450001008000084076000040130020065000741028050,916832547273456891584917263698273415457691328132584976865749132329165784741328659
738050020059020304602001900000086030070100805001430000006207010510000009400000007,738954126159628374642371958295786431374192865861435792986247513517863249423519687
700000940000184006008060050450002001002500073809030600100000200907803000006049300,761325948295184736348967152453672891612598473879431625134756289927813564586249317
730004200000570100059003046000060070302050804001407502090002030006080000080700415,738614259624579183159823746945268371372951864861437592597142638416385927283796415
301080000047100009650002003010040000503207906009060750000023004860401005000700180,391684527247135869658972413716549238583217946429368751175823694862491375934756182
082703450000001000903020800304005009000004760670082000001000570029040630460500100,182793456746851923953426817314675289298314765675982341831269574529147638467538192
705009000401503960068010002500006090010070000203400780300008670000620408004097100,735269814421583967968714352547836291816972543293451786352148679179625438684397125
700083100124060000003402005080000070210095006456000009000170200000830090600009047,765983124124567938893412765389641572217395486456728319948176253572834691631259847
600190004047530060180000907070600201019750048800002300021300000006000520300049000,632197854947538162185426937573684291219753648864912375721365489496871523358249716
000704230062050100904010080090870010010000000706300008850002706030490000201000500,185764239362958174974213685593876412418529367726341958859132746637495821241687593
205070068640009210080040003900536080007000000030180040150760000020090005008200930,295371468643859217781642593914536782867924351532187649159763824326498175478215936
090405006010290045000010080102680400600070003070904000087000200025307018000050039,298435176716298345534716982152683497649571823873924561387169254925347618461852739
030000080006900705015060093049050600000630020200800907304010000097002501850004060,932175486486923715715468293149257638578639124263841957324516879697382541851794362
850003000090150086013000040080002063302408509700000001405900000000607902006300700,854263197297154386613879245581792463362418579749536821475921638138647952926385714
000070008000309060100546007004210806003005040700000051950800000320000400600793210,436172598275389164189546327594217836813965742762438951951824673327651489648793215
905603800030890006000400002687010000203008904010005600008200073701009400000000500,925673841134892756876451392687914235253768914419325687598246173761539428342187569
276090500080030460000005007500203100109040020008907003750108009000002000040050076,276894531985731462314625987567283194139546728428917653752168349693472815841359276
070320809905060000100005067709100000640097003002008005530076020000400081004200070,476321859985764132123985467759132648648597213312648795531876924267459381894213576
060003057400001600820500003370090060102400805005020010080302006500047900004000780,961283457453971628827564193378195264192436875645728319789312546516847932234659781
002306004400800506000097021085001000070620190000900053009583007108070040003000200,812356974497812536536497821985731462374625198621948753249583617168279345753164289
800030009050200800270506001061040082000907000003000506480002105005473000600800970,816734259354219867279586341961345782528967413743128596487692135195473628632851974
050000020100600709070408516019002035340900800802007104000790003004000060200305080,456179328128653749973428516719842635345916872862537194681794253534281967297365481
050640791040009368030000002010008000407300000600972040295006000008200073000851006,852643791741529368936187452519468237427315689683972145295736814168294573374851926
601002709300009008700840200200900060000050070078100904956470300000300416010028000,681532749342719658795846231234987165169254873578163924956471382827395416413628597
800004061450067003900300000130470086207036000000902400700520010061080020008000905,873294561452167893916358742139475286247836159685912437794523618561789324328641975
370000012009000450160402307000300049007050800018076000002030000080640500590108600,374865912829713456165492387256381749937254861418976235642537198781649523593128674
498320506001009002600700810020006004040090380750030200300170000200900047080050000,498321576571869432632745819823516794146297385759438261364172958215983647987654123
500701000060900740240000001008600072300204500400080690001070300000500069890063150,589741236163928745247356981918635472376294518425187693651879324734512869892463157
024000070000100308050726000002008000930000402400900056709650080000309104016000500,124893675697145328853726941562418739938567412471932856749651283285379164316284597
002003700006000504354080000045090106790102480000005093030020600500900001081074020,912453768876219534354687912245398176793162485168745293439821657527936841681574329
000709640000051200935600001000514800608000590007900023806400307001008000350020000,182739645764851239935642781293514876618273594547986123826495317471368952359127468
060000007103000409709850260400060003201074850090310000000786320005001000008005904,862149537153627489749853261487562193231974856596318742914786325325491678678235914
450020007002001963000708000200950300706000804003000291060380000080200540000479000,459623187872541963631798425218954376796132854543867291964385712387216549125479638
001800432090063080050204010600000100000702004435900000100400050006390027027085900,761859432294163785853274619672548193918732564435916278189427356546391827327685941
043080009002000470100206058090070026010405703800000000020500017000009500304061090,543187269682953471179246358495378126216495783837612945928534617761829534354761892
063000170807005002400906000310594060000800005900023410080400900742000030100682050,563248179897315642421976583318594267274861395956723418685437921742159836139682754
200005300091000008507016000070040120060387405900200000010600004300900560004002809,286495317491723658537816942873549126162387495945261783719658234328974561654132879
600700014405019080200000006002100600063082009058490270000308400070045001390000005,689723514435619782217854936942137658763582149158496273521368497876945321394271865
800107006300080150002600490400560010090003860070401023180000900060009045005720000,859147236346982157712635498423568719591273864678491523184356972267819345935724681
008423010700000800904071025000006497400080001060509000010004056509038042300000900,658423719721965834934871625285316497493287561167549283812794356579638142346152978
014050300906070008000400002105800007740310609090000400078036051020500000600790003,214958376936172548587463192165849237742315689893627415478236951329581764651794823
018000430030065010900000862065390000801020700000708040004601089003087000200400300,618972435432865917957143862765394128841526793329718546574631289193287654286459371
800060302003007058040000910360200170090010200702004000000500460600480009150009080,871965342923147658546832917365298174498716235712354896289573461637481529154629783
098040200600080300001305040040076009500000710000402000700600005030007892120930060,398741256654289371271365948843176529562893714917452683789624135436517892125938467
070005000310400020004800106900087503060000002508109700020531008057008000003060490,876215349315496827294873156942687513761354982538129764429531678657948231183762495
500004200700690031002080960000003000003015890678020300900046050040970020201000070,596134287784692531312587964159863742423715896678429315937246158845971623261358479
050000708008901600439007000700008014003640000020009500000500209500784001081302007,156423798278951643439867125765238914913645872824179536347516289592784361681392457
700431800000008206098000070037000001200600040654020007001862005005300000406090108,762431859543978216198256374837549621219687543654123987371862495985314762426795138
000060042500401030001082007462900000003000716050038009700004200000050803096100500,378569142529471638641382957462917385983245716157638429735894261214756893896123574
009006100050003070400071093076040000023010048100368000004000312082000709000059060,739426185251893476468571293876942531923715648145368927594687312682134759317259864
041900020800020300000304706530670104007800030490002050060050890100006200050708000,341967528876521349925384716532679184617845932498132657764253891183496275259718463
010040030900005028450800001100027603040090072060014000090063700027000095800000006,218946537976135428453872961189527643345698172762314859591263784627481395834759216
500610700974000060000005032030049180680320054000100200109070005000000040047208600,523614798974832561816795432732549186681327954495186273169473825258961347347258619
000407908000060403010080050036204500907000200408075069000009006083500001070021300,362457918895162473714983652136294587957618234428375169541739826283546791679821345
070400000000950026940218000085000043007000001490620580068095030030800650100000700,572436819813957426946218375685179243327584961491623587268795134739841652154362798
400700003038500002000208060006050190103020780970400000060043027050060000312800009,421796853638514972597238461286357194143629785975481236869143527754962318312875649
271800090300002060040310085802470003150009008006020700000701902000563000708000500,271856394385942167649317285892475613157639428436128759563781942924563871718294536
000006010060820907000000306024010070003097520005000030250700800807009104019530000,348976215561823947792154386924315678683497521175682439256741893837269154419538762
070600490082071030040895000100340902000000000008207053030100065607530080004002000,571623498982471536346895127165348972723956841498217653239184765617539284854762319
175020000408009000030060810080000064320007900000435200201900030000010476056008002,175823649468159723932764815587291364324687951619435287241976538893512476756348192
905004708070360010000009020030502074004800100100000005209407600006200803403008090,965124738872365419341789526638512974594873162127946385289437651756291843413658297
009860004070000308600520000096042735003000001120000000080030070235004090907050800,319867254572419368648523917896142735753698421124375689481936572235784196967251843
300407061060200900070050040000305000120006000005920038700130029509000004004080003,352497861468213957971658342897345216123876495645921738786134529539762184214589673
001072098860000103052080006400501080090007400030020605009004010700000000520308907,341672598867945123952183746476531289295867431138429675689754312713296854524318967
080290041700030050059700000074600030021840500900000000063402079010080000005001468,386295741742138956159764283574619832621843597938527614863452179417986325295371468
800000020050040936931002007400071802000059600013006000600090140089010005002080070,864937521257148936931562487496371852728459613513826794675293148389714265142685379
070210504300000681005030200900000108060804970003070000102093040800042700004006050,678219534329457681415638297947365128561824973283971465152793846836542719794186352
009000002010802050000073410948050600307200100001004709576000030030680000000100207,489516372713842956625973418948751623367298145251364789576429831132687594894135267
200900600001070800054003072030641000800000400107009005680035940095106730000000020,278914653361572894954863172539641287826357419147289365682735941495126738713498526
005800006300020489004006070040210005000607003900354102500070030006009200208100904,795841326361725489824936571643218795152697843987354162519472638436589217278163954
009070003280006070060000845100300008000290700046005100372800400500610000008030209,459178623283546971761923845127364598835291764946785132372859416594612387618437259
010000600000009405007008030035804102400600093000072000009500007072043050086210300,914735628863129475257468931735894162428651793691372584349586217172943856586217349
000930007080005940620000300900000150061008700508700062102080003057100094040370520,415936287783215946629847315974623158261458739538791462192584673357162894846379521
200850000901004805030007640000500769309080000057401000000608310460000020802300970,246853197971264835538917642184532769329786451657491283795628314463179528812345976
000600051005700028006014000010800063920000000304070895471005080092031006000000049,739628451145793628286514937517849263928356714364172895471965382892431576653287149
030500090200070040009123006020000000900850670540900320001240005004308900060000081,136584297285679143479123856628437519913852674547961328891246735754318962362795481
008025600030004009090060080070140200005607104900080370400093060280000730100050000,748925613631874529592361487376149258825637194914582376457293861289416735163758942
005010060930600017000400200070900401400030500219850076008700090142006000600003105,725318964934625817861479253573962481486137529219854376358741692142596738697283145
500600401000000029004105073002400107060030050709018000100720046038009002007000930,573692481816374529924185673382456197461937258759218364195723846638549712247861935
000580090368910400005000700000020070034601805682040003020300040070058200900470106,247586391368917452195234768519823674734691825682745913821369547476158239953472186
700003680350000940008750001001674800006530700240090000903240070000008352600000000,719423685352186947468759231531674829896532714247891563983245176174968352625317498
900206003030000470005070800060512080594008010000700300340060509000001000278009640,987246153136985472425173896763512984594638217812794365341867529659421738278359641
020874106000009030916500700000080350600100020074002080050067009083400002100050000,325874196847619235916523748291786354638145927574932681452367819783491562169258473
020090000010007405486130900304809270000000046671000380500600100009002000807050030,725496813913287465486135927354869271298713546671524389532678194169342758847951632
000700590504009002070000631847950000032040000609010008000372005080500010060100340,326781594514639782978425631847956123132847956659213478491372865783564219265198347
020030491600082300050070000540260008007050900000104060280000000300500784000019053,728635491614982375953471826549267138167358942832194567285743619391526784476819253
047003050200040608003021090910360704030002500700010020000000009809070040154800006,647983152291547638583621497912365784438792561765418923376254819829176345154839276
000200300700051006250706004904000007610004203000008010098010060020935000470060001,861249375749351826253786194984123657617594283532678419398417562126935748475862931
018500600400600002900408503200803050006070000081000960000049710130000095070025800,718532649453697182962418573297863451546971328381254967825349716134786295679125834
760900305010706490000015600008000070430200500200409000870000040009030006300571002,762948315513726498984315627698153274431287569257469831875692143129834756346571982
400300700190805006000092050600010003850070010002000894070506948030000005004109020,425361789197845236386792451649218573853974612712653894271536948938427165564189327
050004300006790000104068905078103500200500410000020600007900004082037000065401003,759214386836795241124368975678143592293576418541829637317952864482637159965481723
003046700000000008608071050070050604040012900096000020400008070502004001180009203,953846712714295368628371459271953684845612937396487125439128576562734891187569243
483000002001000704000980060300002590054107000070600301069008030200001000700495200,483716952691523784527984163316842597954137628872659341169278435245361879738495216
500800109090400000087013020006287000045300070000060310400000602700029050039605081,524876139193452867687913524316287945845391276972564318451738692768129453239645781
700480005400000610392001080050070094000000100009360020840200003010507002006930700,761489235485723619392651487658172394234895176179364528847216953913547862526938741
023000040780309600104805700600007010092100380000000504000080109570062000800704000,923671845785349621164825793658437912492156387317298564246583179571962438839714256
800720500306004071500090040040000006209600103600859020078000300000002095050318400,814726539396584271527193648745231986289647153631859724478965312163472895952318467
060280307740010050009005000270001904300067010590800006408006200020070160000530090,165289347742613859839745621276351984384967512591824736458196273923478165617532498
030040000400091000002700003050124098700600504009850036005083069690400207820000010,938542671467391852512768943356124798781639524249857136175283469693415287824976315
080004070104300900960100050003406128000970060450002000500029800600008017027000003,385294671174365982962187354793456128218973465456812739531729846649538217827641593
600200780000040006243800005008060203005090400160007000400009570010053002700002908,691235784587941326243876195978564213325198467164327859432689571819753642756412938
850906001106020805000008000500840630031700002060200500000009070007010049024630000,853976421176324895249158763592841637431765982768293514315489276687512349924637158
900068005060001200003740910074300000006050802201009050700096000050020643040000008,917268435465931287823745916574382169396154872281679354738496521159827643642513798
040100080580062701003050460810020379090040000300007200000738500906005007000000100,642173985589462731173859462814526379297341658365987214421738596936215847758694123
830120940700400200000000016406050023308000000097002800200764035000910000104035080,835126947761493258942587316416859723328671594597342861289764135653918472174235689
300590060086004000000070005020057009050100047040602008001200090764910002000008013,372591864586324971419876325128457639653189247947632158831245796764913582295768413
000460000910023080607800350008000097200906001000300800109745020050000040802031009,583467912914523786627819354368154297275986431491372865139745628756298143842631579
095608000340902001680074200700090306063100900520000000000000683170030024000540070,295618437347952861681374295718295346463187952529463718954721683176839524832546179
000080005759400380000067020090070030130000400406201500610020840007800100800093670,264389715759412386381567924598674231132958467476231598613725849927846153845193672
600003975050621080403000000100900067002048003098000010079000001300060200040805000,621483975957621384483597126134952867762148593598376412879234651315769248246815739
000503010017900085304200060000026109530040000601007200820010600409008000000000730,986573412217964385354281967748326159532149876691857243823715694479638521165492738
005240030600090002084070900302005809040360010000820076000106000950000008071000003,195248637637591482284673951362715849748369215519824376823156794956437128471982563
023705010000000040470602503034010720005304800610000000002009006008051009009807300,923745618586193247471682593834916725295374861617528934752439186368251479149867352
040570360006009040007008051032000400871090000000260803000001200908024600054300070,149572368586139742327648951632815497871493526495267813763951284918724635254386179
030000060000007219208094000005018000401200700000700050600300090009501804080079035,937125468546837219218694573765918342491253786823746951654382197379561824182479635
000030500065020780008040093006085031002900000014000906203800069000210470400700008,947638512365129784128547693796485231532961847814372956273854169689213475451796328
867200010045090700200008300973600504100030002000085000004017000082000070001450803,867243915345196728219578346973621584158734692426985137634817259582369471791452863
039027058004800000000051243000086100070000900650009004802000006000742010900010530,139427658524863791786951243493586127278134965651279384812395476365742819947618532
002000703090023106800400500036710090410006008970050000001392000500000602000800004,152689743794523186863471529236718495415936278978254361641392857589147632327865914
180042070050097000407000105003070600000003729802050400040060080030009001605001230,189542376356197842427638195913274658564813729872956413241365987738429561695781234
010800030702530900069004002007300809500070060030942000200490050000001027846007000,415829736782536914369714582127365849594178263638942175271493658953681427846257391
000087904700040012006010830093000740000259100560000008020038079400000000107095300,312687954758943612946512837293861745874259163561374298625138479439726581187495326
000010002060003804759002060000100206040057103003046900010304008025009407800500000,438615792261793854759482361597138246642957183183246975916374528325869417874521639
002800006039020070040917035170005000903004060200000710000602800058700400001530090,712853946539426178846917235174265389983174562265389714397642851658791423421538697
001000060000671023042900700010050840906200000000807016409180030075000000000029580,731542968598671423642938751217356849986214375354897216429185637875463192163729584
003004500200007080040058301051000002804060090790043000610090047072010030000080605,183924576265137984947658321351879462824561793796243158618395247572416839439782615
006750002009081543000020008100000206008000000300490107014060000980215060700903050,836754912279681543451329678147538296698172435325496187514867329983215764762943851
000501309000870000600009870304000006000053710760204050009018620100700090408020005,287561349943872561615349872354197286892653714761284953539418627126735498478926135
020000003304016085705900042280300000006891030000000097100560000903007400050000126,628745913394216785715983642289374561576891234431652897142568379963127458857439126
093500000007204006401800030008072500600005109000609082720010800804903007050000400,293561748587234916461897235938172564642385179175649382729416853814953627356728491
700630050400000207203050900009020348001007060300400009007140005086000190020085070,798632451465819237213754986679521348841397562352468719937146825586273194124985673
075406809001005000000020053980070010640930200000002047100090408009607030030100602,375416829291385764468729153982574316647931285513862947156293478829647531734158692
090274008600000902000600003807001009025900140000007500039050001571060020006403000,193274658648135972752698413867541239325986147914327586439752861571869324286413795
000479030025006970004002080010904300800720000209500060900013006078000200036040005,681479532325186974794352681517964328863721459249538167952813746478695213136247895
903000008050702000120040300080090742002005090000801000405080139300060000079004085,943156278856732914127948356581693742632475891794821563465287139318569427279314685
400208903000000050057043260103720006008000004090000120804005002015006030000810700,461258973382697451957143268143729586728561394596384127874935612215476839639812745
000040035009700001500601009800097040030200010607003000700005600126004070958000024,261849735389752461574631289812597346435268917697413852743125698126984573958376124
300050002170200008400973005030100040014760800768030000900080537000400060020015900,396851472175246398482973615539128746214769853768534129941682537853497261627315984
005090030000060200307108000800002506400016082050804007080053610604020000090000704,165297438948365271327148965831972546479516382256834197782453619614729853593681724
103005706070008509009703008820007040600200000010040080090050007341600002006012000,183495726472168539569723418825937641634281975917546283298354167341679852756812394
037029100001300060509008200000030506004700021006105840072000930100560004800000000,437629158281357469569418273718234596954786321326195847672841935193562784845973612
142060800050030740000800009005209000070040100038000405000570000607093020000601308,142967853859132746763854219415289637976345182238716495321578964687493521594621378
000060400420900080050073060103007542780030910000000008671000020009001053502084070,317268495426915387958473261163897542784532916295146738671359824849721653532684179
000008005200710004539600008004080070073200060000409001016023950085100000007004103,741938625268715394539642718194386572873251469652479831416823957385197246927564183
007034200320050000800200070900005300006000401008709025590600000001970060604001038,167834259329157846845296173912465387756382491438719625593648712281973564674521938
003608090000350000017200800020549076030080009540036100060007080800020604490000015,253678491984351267617294853128549376736182549549736128365417982871925634492863715
100083470005000006074100900008072640020060003000400050003045209506000030802901007,169283475285794316374156928958372641421568793637419852713645289596827134842931567
100000009006019835008705004002070510700500000940008602020306980060250007430000000,154683729276419835398725164682974513713562498945138672527346981869251347431897256
900200068034500010100003490000084039000000007009007586017069020340008000200410000,975241368834596712162873495751684239683952147429137586517369824346728951298415673
457100030008003000900502006040600907700030052001009000020051079000008420609400800,457196238268743591913582746342615987796834152581279364824351679175968423639427815
803090006605031920000400013250018000009600000000200735080970054006104090020080600,813792546645831927792465813257318469439657182168249735381976254576124398924583671
900504028003600040047830016070010059000207100038005400015309080800000207006000000,961574328283691745547832916672413859459287163138965472715329684894156237326748591
003710006500000048068000170615090800002356000040002000030904050050600907106070200,423718596571269348968543172615497823782356419349182765837924651254631987196875234
201000040000070820060904100000506938005000000346100070070409085012083600094000007,231865749459371826768924153127546938985237461346198572673419285512783694894652317
080000940001346200500082000027008130000060897100005620009150060005070000704000013,382517946971346258546982371627498135453261897198735624839154762215673489764829513
460300090008702000001800607002050060000904508300000174080693010070000000095070280,467315892938762451521849637842157369716934528359286174284693715173528946695471283
040250300908000070000800216100000709860021004004093000090070680700030050200065100,641257398928316475357849216132584769869721534574693821495172683716438952283965147
000007100072005090960200070100430050400108706000500020036000008048960005000802300,354697182872315694961284573127436859495128736683579421236751948748963215519842367
509400701800630002304507090106000089200800005000062010007080463030170000005094000,569428731871639542324517896146753289293841675758962314917285463432176958685394127
520006900401002786003900000100065000072300840004800100000790000008003210735040008,527186934491532786863974521189465372672319845354827169216798453948653217735241698
507000120028400000100900503903010800054002060000800750010208405000070030700560900,597386124328451697146927583973615842854792361261843759619238475485179236732564918
300508042700600800280000609004009580050001060800006091170000400060320005000014720,396578142741692853285143679614239587953781264827456391172965438468327915539814726
040970016098600042001000500007132000000000390560400081059008000000010074720360000,245973816398651742671824539987132465412586397563497281159748623836215974724369158
004860730105020000080009004300000000000650090800971020060000149002500803970014060,294865731135427986687139254359248617721653498846971325563782149412596873978314562
864100003000005800000030007300240080007080194001000020100793602630000900040620501,864179253273465819915832467396241785527386194481957326158793642632514978749628531
250006790003500400000842001700090000069010057308004006800000315007021004640300200,254136798183579462976842531725698143469213857318754926892467315537921684641385279
750190804009002001306840020134000000800207000090600158048003000500009007000500206,752196834489372561316845729134958672865217493297634158648723915521469387973581246
500790300401000000290000056050006108000007003016840520000103602080060700003085040,568792314431658279297431856754326198829517463316849527945173682182964735673285941
053910208409060500020405000010200000080001926005040380007500069901003000000008730,653917248479862513128435697316289475784351926295746381837524169941673852562198734
045006000700000093308700600630097500020500810080140007014350080000004002906200401,145936278762485193398721645631897524427563819589142367214359786873614952956278431
091003506004650020000408703070006004000300085502019000900000070080002601605704930,891273546734651829256498713378526194169347285542819367923165478487932651615784932
083000000400000007710562800500008400020046005006907010052100300800005942630700000,283471659465893127719562834597218463128346795346957218952184376871635942634729581
000009623000140900083020050600000030004250017020708009746005000100000580009360041,417589623265143978983627154678491235394256817521738469746815392132974586859362741
200549007600000205007020380903180040100000070070906013060700400004302900820015000,238549167641873295597621384953187642186234579472956813365798421714362958829415736
301090000400007028900568000049030500006720100000006380270050004008400006050100090,381294675465317928927568431749831562836725149512946387273659814198473256654182793
093000010100023650008490070031004002960050307000200080720000960500010004000046800,293567418147823659658491273831674592962158347475239186724385961586912734319746825
001000702900040008865902010709030005006190300040007080000006570014700069020500000,431865792972341658865972413789634125256198347143257986398426571514783269627519834
600000130070406008089500040005103097900000250320080600040709000006010005001068002,654872139173496528289531746465123897918647253327985614842759361736214985591368472
000270090906001007080605314104000020098300760000000503060803100005004006720906058,341278695956431287287695314134567829598342761672189543469853172815724936723916458
000397000800000007040620390005030260210089040308040059060900080507012000020005401,652397814839154627741628395495731268216589743378246159164973582587412936923865471
010340902200007050863009400670020000000508300009460000030080564400100008500000210,715346982294817653863259471678923145142578396359461827931782564426195738587634219
040500086607021090010000300092000007060430501300000800930216000800900004025070060,243597186687321495519648372492185637768439521351762849934216758876953214125874963
400020980050001000000074023920040530030602400807100006009005010063200009010860007,471326985352981764698574123926748531135692478847153296789435612563217849214869357
405370100097060080000029005100000926304500807000001040001002460000813000589600000,465378192297165384813429675158734926324596817976281543731952468642813759589647231
900400803500010470004000005756030100140059300800007060280060001000541208003700900,961475823528316479374298615756834192142659387839127564285963741697541238413782956
173005004060800207809000350080007509000068720500190600200430000701206000046050900,173925864465813297829674351682347519914568723537192648258439176791286435346751982
003510908069000002800000040902000350016007000700094206530800004007020093000160870,473512968169748532825936741942681357316257489758394216531879624687425193294163875
000000612306000900250080004809051000610028700047960000905300046000005230000100098,498537612376214985251689374829751463613428759547963821985372146164895237732146598
000795080600002000003400100568000090009050730002014600700801200036000004040203579,124795386687132945953486127568327491419658732372914658795841263236579814841263579
062007009000400136900080005043050007500040082800190300008000061001300570276800000,162537849785429136934681725643258917519743682827196354358974261491362578276815493
010030208002970006400000913080510000056700309004600700370008405600050002009104000,915436278832971546467825913783519624156742389294683751371298465648357192529164837
698003400020000003000706801000058307007400920904600050000100200009087600413000005,698513472721894563345726891162958347587431926934672158876145239259387614413269785
000700084895000000104960520300040107050000068280005400706200000010030000040080316,623751984895324671174968523369842157457193268281675439736219845518436792942587316
070500000000903602346001900800006000090050701000400580700040208003609050201807060,972564813518973642346281975825716394694358721137492586769145238483629157251837469
010000240009830060300052980900006005070045000600000192804020700200790304001560000,518679243429831567367452981983216475172945638645387192894123756256798314731564829
050896030201004096000000040000030109679040000080270004004001063320007000705960082,457896231231754896968312547542638179679145328183279654894521763326487915715963482
000701540000560700000048021602100038800300405370094000030009100709000060084050003,928731546413562789567948321642175938891326475375894612236489157759213864184657293
080300006900700005200040100040000018800002409701460000054000702020105900670080300,487351296913726845265849137542937618836512479791468523154693782328175964679284351
700940600830201040000000001105000800290504137060028000000000010503800009420693700,712945683836271945954386271145739826298564137367128594689457312573812469421693758
609071400058300020000265090215086000040020800003900005700049080080700010000100630,629871453158394726374265198215486379947523861863917245731649582586732914492158637
000040035134000607082006901000002300078410002060950010000008704009065800025300090,697841235134529687582736941451682379978413562263957418316298754749165823825374196
360010589007200600000086740004030000290705031030800060710093800005000000900042005,362417589847259613159386742674931258298765431531824967716593824425178396983642175
003000802500230070094018000906075040120040056080000107070600510300520600009000004,713456892568239471294718365936175248127843956485962137872694513341527689659381724
009080034200031090040000700080500000721000400004009260360012005007003001050946007,619287534275431896843695712986524173721368459534179268368712945497853621152946387
061300920000680001000209300350072008706000000010030450042050000090001573007068010,861347925923685741475219386354172698786594132219836457142753869698421573537968214
408001200000035090900807063005000806079002530010600000000043000160208070007010940,438961257726435198951827463245379816679182534813654729592743681164298375387516942
400900015809750000300080006680001704050070000001000302702003690096840001000020040,467932815819756423325184976683291754254378169971465382742513698596847231138629547
397080000000006100065240000800060005020509304009730020608901070002053408010000900,397185246284396157165247839831462795726519384459738621648921573972653418513874962
000096702900130600405000000098000050700210008306400900680005079040087001000040026,813596742972134685465872193198763254754219368326458917681325479249687531537941826
058040000300005004702600390001020458090000070200104003000030102060089047004071600,958342716316795824742618395631927458495863271287154963579436182163289547824571639
002305076060008091010070300201006007095002108000400053000504000680900000300000482,942315876763248591518679324231856947495732168876491253127584639684923715359167482
000005021018003006690000470004000008500209000780001050300108700060920310052070904,473695821218743596695812473924567138531289647786431259349158762867924315152376984
010360000708040050005800401000027600037000009090601040050000900006090025400250138,914365872728149356365872491541927683637584219892631547253718964186493725479256138
290016080010000530504008090700000300026000107040097000030089406800105200007032018,293516784618974532574328691785461329926853147341297865132789456869145273457632918
840570006006008500000002401450060120079000030301209000090407805600030007005010200,842571396916348572537692481458763129279154638361289754193427865624835917785916243
073061950000000018060405003000300502950087000014009060008070400436000070005203100,273861954549732618861495723687314592952687341314529867128976435436158279795243186
007206500400093080000400317000000030389070605006900120005089000103600002740500000,837216594451793286962458317214865739389172645576934128625389471193647852748521963
906020000087005029040039016000061350102047060009003007000052083001000074500800000,916428735387615429245739816478961352132547968659283147794152683821396574563874291
000700800001405302560001000100008090206140700900600054302500670000020009874030001,429763815781495362563281947147358296256149783938672154392514678615827439874936521
302019700050062000470500002060008504000170000200300008605800240910000806007004950,382419765159762483476583192763928514548176329291345678635891247914257836827634951
089030050400000803000060041003086010000005069072901000700010205506073004204098300,189432657467159823325867941953786412841325769672941538738614295596273184214598376
000350907320108000015400000002604803900207050084000600041090700650000280800000031,468352917329178546715469328572614893936287154184935672241893765653741289897526431
080002106056097020000040905000410300040005807692300004000156700910020048703000000,489532176156897423237641985578419362341265897692378514824156739915723648763984251
009300200400528003001706000200010840050407900070900635700069008008000001600000350,589341276467528193321796584293615847856437912174982635735169428948253761612874359
000021004506300080040006017600010800198030000030450900973000020801004500020870006,387921654516347289249586317654719832198632745732458961973165428861294573425873196
000170000930008400100040652264019007000000000085630009020007810090305024600800503,452176938936258471178943652264519387319784265785632149523497816891365724647821593
001920400030000060008601730704500900206078040000006120900040802387000000000009005,671923458539784261428651739714532986296178543853496127965347812387215694142869375
056209003002700504100800000067301900800000260900050010403902800010070009000080736,756249183382716594149835672567321948831497265924658317473962851618573429295184736
100008002203090051040050073050107034600529000080600200500940700010002040069700000,195378462273496851846251973952187634634529187781634295528943716317862549469715328
030800000092703050050200760309005086600040100017900004128030070000500408070020319,736851942492763851851294763349175286685342197217986534128439675963517428574628319
500006720400030601090870000000200006802000530100047080000905460601003009350024800,513496728487532691296871345934258176872169534165347982728915463641783259359624817
754100030809005000000390400200010054000078010560200700426000900090006800080003002,754182639839465127612397485278619354943578216561234798426851973395726841187943562
020300018080029000005076049067038090800001700040000050013004000908002074200590006,729345618486129537135876249567238491892451763341967852613784925958612374274593186
790060805200070961000140000008900570000426090034500000815200007000008000060003102,791362845243875961586149723628931574157426398934587216815294637372618459469753182
958034000000020300000607051402080530300000916000710020004860090095400200021000760,958134672176528349243697851412986537387245916569713428734862195695471283821359764
900034050600000000274590300300070506000046982000201740790020100008000009010087600,981634257635712894274598361342879516157346982869251743796425138528163479413987625
017600590060040001000039600070300020204000305050002068600504002009083000105970004,417628593963745281582139647876351429294867315351492768638514972749283156125976834
060000090000048500709000002005390008000800021073200004690000000104052600030610087,468527193321948576759136842215394768946875321873261954697483215184752639532619487
007190203603040005080700900020060048500007000001084070230600801010008000006305092,457196283693842715182753964729561348548937126361284579234679851915428637876315492
300060021076910400950000078800003049120009007003406000000085006700002100080040230,348567921276918453951234678867123549124859367593476812412385796735692184689741235
060000003750100000000407601600500294000930080208010700070306400104020900920000058,461289573752163849389457621613578294547932186298614735875396412134825967926741358
160780005200103008004002306902047000050609140000800020700010600430205700080000930,163784295295163478874952316912547863358629147647831529729318654436295781581476932
341070000025046901000050800900000100000003024060810700009005360670480500208000097,341978256825346971796152843934267185187593624562814739419725368673489512258631497
630190050900070000000506042380209010200800670050040000002001380090004700800903460,634192857925478136718536942387269514249815673156347298462751389593684721871923465
806004005710000026590701040003500200080030061400020079065100090000080000920043107,836294715714358926592761843673519284289437561451826379365172498147985632928643157
100600004074980000000000027040810700201000030000405069906170040028030600500060890,192657384374982516865341927649813752251796438783425169936178245428539671517264893
